quote_sk,quote_id,customer_sk,vehicle_sk,policy_sk,channel_sk,date_sk,quoted_premium,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,days_since_last_contact,quote_value_band
6353,Q106352,6353,6353,6353,130,20251016,3994.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,247,Low
6354,Q106353,6354,6354,6354,24,20250622,4140.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,96,Low
6355,Q106354,6355,6355,6355,130,20250928,3696.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,50,Low
6356,Q106355,6356,6356,6356,130,20250505,4003.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,92,Low
6357,Q106356,6357,6357,6357,130,20250113,4506.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,176,Medium
6358,Q106357,6358,6358,6358,130,20250823,3792.0,1,1,Converted,Policy Issued,Mobile,Agent,213,Low
6359,Q106358,6359,6359,6359,130,20251110,4510.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,13,Medium
6360,Q106359,6360,6360,6360,130,20251225,3882.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,260,Low
6361,Q106360,6361,6361,6361,134,20250408,4442.0,0,0,Abandoned,Premium Calculation,Desktop,Website,79,Low
6362,Q106361,6362,6362,6362,130,20250818,4263.0,0,0,Abandoned,Document Upload,Mobile,Website,237,Low
6363,Q106362,6363,6363,6363,130,20250617,4218.0,0,0,Abandoned,Premium Calculation,Mobile,Website,258,Low
6364,Q106363,6364,6364,6364,130,20250212,3860.0,0,0,Abandoned,Premium Calculation,Mobile,Website,170,Low
6365,Q106364,6365,6365,6365,130,20250301,4226.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,228,Low
6366,Q106365,6366,6366,6366,130,20251229,3940.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,86,Low
6367,Q106366,6367,6367,6367,130,20251106,4454.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,249,Low
6368,Q106367,6368,6368,6368,130,20250927,4076.0,0,0,Abandoned,Premium Calculation,Desktop,Website,249,Low
6369,Q106368,6369,6369,6369,130,20251017,3896.0,0,0,Abandoned,Document Upload,Desktop,Agent,72,Low
6370,Q106369,6370,6370,6370,130,20250310,4230.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,178,Low
6371,Q106370,6371,6371,6371,138,20251129,4318.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,36,Low
6372,Q106371,6372,6372,6372,130,20251108,4105.0,0,0,Abandoned,Premium Calculation,Mobile,Website,244,Low
6373,Q106372,6373,6373,6373,130,20250416,4483.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,220,Low
6374,Q106373,6374,6374,6374,130,20250318,4069.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,18,Low
6375,Q106374,6375,6375,6375,130,20250715,3833.0,0,0,Abandoned,Document Upload,Tablet,Agent,105,Low
6376,Q106375,6376,6376,6376,130,20250119,3714.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,231,Low
6377,Q106376,6377,6377,6377,130,20250322,4511.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,17,Medium
6378,Q106377,6378,6378,6378,130,20251030,4357.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,262,Low
6379,Q106378,6379,6379,6379,138,20250222,3762.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,117,Low
6380,Q106379,6380,6380,6380,130,20251125,4321.0,0,0,Abandoned,Document Upload,Desktop,Website,100,Low
6381,Q106380,6381,6381,6381,130,20251101,4513.0,0,0,Abandoned,Document Upload,Tablet,Website,150,Medium
6382,Q106381,6382,6382,6382,130,20251205,4522.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,170,Medium
6383,Q106382,6383,6383,6383,130,20251023,3782.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,27,Low
6384,Q106383,6384,6384,6384,130,20250201,4194.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,132,Low
6385,Q106384,6385,6385,6385,130,20250313,4287.0,0,0,Abandoned,Document Upload,Mobile,Agent,167,Low
6386,Q106385,6386,6386,6386,130,20250119,4025.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,248,Low
6387,Q106386,6387,6387,6387,130,20250514,4114.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,261,Low
6388,Q106387,6388,6388,6388,130,20250920,4188.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,246,Low
6389,Q106388,6389,6389,6389,130,20251219,4053.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,135,Low
6390,Q106389,6390,6390,6390,130,20250807,4636.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,40,Medium
6391,Q106390,6391,6391,6391,130,20250531,4319.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,275,Low
6392,Q106391,6392,6392,6392,130,20250309,4434.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,220,Low
6393,Q106392,6393,6393,6393,130,20250727,3888.0,0,0,Abandoned,Premium Calculation,Desktop,Website,233,Low
6394,Q106393,6394,6394,6394,138,20251121,4407.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,72,Low
6395,Q106394,6395,6395,6395,130,20251107,4102.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,92,Low
6396,Q106395,6396,6396,6396,130,20250131,4028.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,116,Low
6397,Q106396,6397,6397,6397,24,20250927,4348.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,83,Low
6398,Q106397,6398,6398,6398,130,20251104,4651.0,0,0,Abandoned,Premium Calculation,Desktop,Website,248,Medium
6399,Q106398,6399,6399,6399,138,20250422,4626.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,236,Medium
6400,Q106399,6400,6400,6400,130,20250426,4118.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,84,Low
6401,Q106400,6401,6401,6401,130,20250405,4472.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,143,Low
6402,Q106401,6402,6402,6402,130,20250705,4588.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,151,Medium
6403,Q106402,6403,6403,6403,130,20251226,3828.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,197,Low
6404,Q106403,6404,6404,6404,130,20251125,4382.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,185,Low
6405,Q106404,6405,6405,6405,130,20250526,4631.0,0,0,Abandoned,Document Upload,Mobile,Website,129,Medium
6406,Q106405,6406,6406,6406,130,20250701,4231.0,0,0,Abandoned,Document Upload,Mobile,Agent,161,Low
6407,Q106406,6407,6407,6407,130,20250216,3746.0,0,0,Abandoned,Premium Calculation,Tablet,Website,237,Low
6408,Q106407,6408,6408,6408,130,20250424,3921.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,48,Low
6409,Q106408,6409,6409,6409,130,20250514,4347.0,0,0,Abandoned,Document Upload,Desktop,Agent,85,Low
6410,Q106409,6410,6410,6410,130,20250730,4124.0,0,0,Abandoned,Premium Calculation,Tablet,Website,158,Low
6411,Q106410,6411,6411,6411,129,20250416,4073.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,151,Low
6412,Q106411,6412,6412,6412,138,20251023,4249.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,285,Low
6413,Q106412,6413,6413,6413,130,20250123,3883.0,0,0,Abandoned,Premium Calculation,Mobile,Website,70,Low
6414,Q106413,6414,6414,6414,130,20251201,4425.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,61,Low
6415,Q106414,6415,6415,6415,130,20250227,4337.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,24,Low
6416,Q106415,6416,6416,6416,130,20250114,4223.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,269,Low
6417,Q106416,6417,6417,6417,130,20251030,4207.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,225,Low
6418,Q106417,6418,6418,6418,130,20251116,4405.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,61,Low
6419,Q106418,6419,6419,6419,130,20250220,4440.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,170,Low
6420,Q106419,6420,6420,6420,130,20250311,3874.0,0,0,Abandoned,Document Upload,Desktop,Website,109,Low
6421,Q106420,6421,6421,6421,130,20250716,4561.0,0,0,Abandoned,Document Upload,Desktop,Agent,98,Medium
6422,Q106421,6422,6422,6422,130,20251201,3981.0,0,0,Abandoned,Premium Calculation,Desktop,Website,207,Low
6423,Q106422,6423,6423,6423,130,20250113,4024.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,19,Low
6424,Q106423,6424,6424,6424,130,20251222,4421.0,0,0,Abandoned,Document Upload,Mobile,Agent,112,Low
6425,Q106424,6425,6425,6425,130,20250221,3805.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,17,Low
6426,Q106425,6426,6426,6426,130,20251013,4514.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,152,Medium
6427,Q106426,6427,6427,6427,130,20250124,3738.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,66,Low
6428,Q106427,6428,6428,6428,130,20250402,4374.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,49,Low
6429,Q106428,6429,6429,6429,130,20251210,3771.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,140,Low
6430,Q106429,6430,6430,6430,130,20250723,4523.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,174,Medium
6431,Q106430,6431,6431,6431,130,20250803,4022.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,101,Low
6432,Q106431,6432,6432,6432,130,20250626,4246.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,48,Low
6433,Q106432,6433,6433,6433,130,20251230,4024.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,102,Low
6434,Q106433,6434,6434,6434,130,20250222,4221.0,0,0,Abandoned,Premium Calculation,Mobile,Website,43,Low
6435,Q106434,6435,6435,6435,130,20250507,4649.0,0,0,Abandoned,Document Upload,Mobile,Website,97,Medium
6436,Q106435,6436,6436,6436,130,20251020,3910.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,207,Low
6437,Q106436,6437,6437,6437,130,20251018,4324.0,0,0,Abandoned,Document Upload,Mobile,Agent,154,Low
6438,Q106437,6438,6438,6438,130,20251018,4435.0,0,0,Abandoned,Document Upload,Tablet,Website,125,Low
6439,Q106438,6439,6439,6439,130,20250306,4422.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,90,Low
6440,Q106439,6440,6440,6440,130,20250829,4012.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,131,Low
6441,Q106440,6441,6441,6441,134,20250325,4540.0,0,0,Abandoned,Document Upload,Desktop,Website,269,Medium
6442,Q106441,6442,6442,6442,130,20250806,3692.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,121,Low
6443,Q106442,6443,6443,6443,130,20250329,4383.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,250,Low
6444,Q106443,6444,6444,6444,130,20250418,3895.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,220,Low
6445,Q106444,6445,6445,6445,130,20251210,4521.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,201,Medium
6446,Q106445,6446,6446,6446,138,20250514,3729.0,0,0,Abandoned,Document Upload,Mobile,Website,165,Low
6447,Q106446,6447,6447,6447,130,20250728,3748.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,82,Low
6448,Q106447,6448,6448,6448,130,20250415,4640.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,225,Medium
6449,Q106448,6449,6449,6449,130,20250824,4263.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,283,Low
6450,Q106449,6450,6450,6450,138,20250510,4333.0,0,0,Abandoned,Document Upload,Desktop,Agent,286,Low
6451,Q106450,6451,6451,6451,138,20250221,4196.0,0,0,Abandoned,Document Upload,Mobile,Agent,60,Low
6452,Q106451,6452,6452,6452,130,20251001,4261.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,142,Low
6453,Q106452,6453,6453,6453,130,20250318,4573.0,0,0,Abandoned,Premium Calculation,Mobile,Website,106,Medium
6454,Q106453,6454,6454,6454,130,20250906,4532.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,162,Medium
6455,Q106454,6455,6455,6455,130,20250315,3811.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,103,Low
6456,Q106455,6456,6456,6456,130,20250414,4168.0,0,0,Abandoned,Premium Calculation,Desktop,Website,130,Low
6457,Q106456,6457,6457,6457,130,20250709,4308.0,0,0,Abandoned,Premium Calculation,Desktop,Website,100,Low
6458,Q106457,6458,6458,6458,24,20250921,3785.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,220,Low
6459,Q106458,6459,6459,6459,130,20250830,4548.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,219,Medium
6460,Q106459,6460,6460,6460,130,20251221,4103.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,53,Low
6461,Q106460,6461,6461,6461,130,20250216,3924.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,295,Low
6462,Q106461,6462,6462,6462,130,20250526,4587.0,0,0,Abandoned,Document Upload,Mobile,Agent,80,Medium
6463,Q106462,6463,6463,6463,130,20250920,3751.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,126,Low
6464,Q106463,6464,6464,6464,130,20250914,3945.0,0,0,Abandoned,Premium Calculation,Mobile,Website,105,Low
6465,Q106464,6465,6465,6465,130,20250425,4250.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,273,Low
6466,Q106465,6466,6466,6466,130,20250727,4594.0,0,0,Abandoned,Premium Calculation,Mobile,Website,77,Medium
6467,Q106466,6467,6467,6467,138,20250107,4037.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,27,Low
6468,Q106467,6468,6468,6468,138,20250220,4360.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,68,Low
6469,Q106468,6469,6469,6469,130,20250701,3813.0,1,0,Abandoned,Payment,Tablet,Aggregator,170,Low
6470,Q106469,6470,6470,6470,130,20250508,4171.0,0,0,Abandoned,Document Upload,Mobile,Website,178,Low
6471,Q106470,6471,6471,6471,130,20250208,4006.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,174,Low
6472,Q106471,6472,6472,6472,130,20251124,4193.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,111,Low
6473,Q106472,6473,6473,6473,130,20250812,4408.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,113,Low
6474,Q106473,6474,6474,6474,130,20250226,3737.0,0,0,Abandoned,Premium Calculation,Mobile,Website,229,Low
6475,Q106474,6475,6475,6475,130,20250718,4098.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,54,Low
6476,Q106475,6476,6476,6476,130,20250727,4621.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,70,Medium
6477,Q106476,6477,6477,6477,130,20251025,3825.0,0,0,Abandoned,Premium Calculation,Desktop,Website,192,Low
6478,Q106477,6478,6478,6478,105,20250126,3890.0,0,0,Abandoned,Document Upload,Mobile,Agent,230,Low
6479,Q106478,6479,6479,6479,138,20250915,3939.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,17,Low
6480,Q106479,6480,6480,6480,130,20251231,4003.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,67,Low
6481,Q106480,6481,6481,6481,130,20251017,4558.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,98,Medium
6482,Q106481,6482,6482,6482,130,20250228,4057.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,149,Low
6483,Q106482,6483,6483,6483,130,20251123,4118.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,163,Low
6484,Q106483,6484,6484,6484,138,20251228,4519.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,40,Medium
6485,Q106484,6485,6485,6485,130,20251006,4496.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,24,Low
6486,Q106485,6486,6486,6486,130,20251205,4169.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,269,Low
6487,Q106486,6487,6487,6487,130,20250918,4003.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,298,Low
6488,Q106487,6488,6488,6488,130,20251026,4189.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,13,Low
6489,Q106488,6489,6489,6489,130,20250629,4410.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,107,Low
6490,Q106489,6490,6490,6490,130,20250425,4044.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,87,Low
6491,Q106490,6491,6491,6491,130,20250813,4174.0,0,0,Abandoned,Premium Calculation,Mobile,Website,117,Low
6492,Q106491,6492,6492,6492,130,20250827,3900.0,0,0,Abandoned,Premium Calculation,Mobile,Website,231,Low
6493,Q106492,6493,6493,6493,130,20250520,4393.0,0,0,Abandoned,Document Upload,Tablet,Website,74,Low
6494,Q106493,6494,6494,6494,139,20250617,3733.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,56,Low
6495,Q106494,6495,6495,6495,130,20250104,4230.0,0,0,Abandoned,Premium Calculation,Mobile,Website,26,Low
6496,Q106495,6496,6496,6496,130,20251021,4260.0,0,0,Abandoned,Document Upload,Mobile,Website,190,Low
6497,Q106496,6497,6497,6497,130,20251115,4272.0,0,0,Abandoned,Document Upload,Tablet,Website,282,Low
6498,Q106497,6498,6498,6498,130,20250807,3781.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,220,Low
6499,Q106498,6499,6499,6499,130,20251125,3954.0,0,0,Abandoned,Document Upload,Tablet,Website,131,Low
6500,Q106499,6500,6500,6500,130,20250828,4584.0,0,0,Abandoned,Document Upload,Mobile,Website,76,Medium
6501,Q106500,6501,6501,6501,130,20250315,3909.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,124,Low
6502,Q106501,6502,6502,6502,138,20250224,4591.0,0,0,Abandoned,Document Upload,Desktop,Website,174,Medium
6503,Q106502,6503,6503,6503,130,20250418,4614.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,173,Medium
6504,Q106503,6504,6504,6504,134,20251108,4131.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,171,Low
6505,Q106504,6505,6505,6505,130,20250609,4090.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,240,Low
6506,Q106505,6506,6506,6506,130,20250717,4089.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,45,Low
6507,Q106506,6507,6507,6507,130,20250724,4416.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,111,Low
6508,Q106507,6508,6508,6508,130,20250123,4680.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,57,Medium
6509,Q106508,6509,6509,6509,130,20250215,4588.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,41,Medium
6510,Q106509,6510,6510,6510,130,20250622,4478.0,0,0,Abandoned,Premium Calculation,Mobile,Website,274,Low
6511,Q106510,6511,6511,6511,138,20250216,4265.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,157,Low
6512,Q106511,6512,6512,6512,130,20250913,4547.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,180,Medium
6513,Q106512,6513,6513,6513,130,20251231,4493.0,0,0,Abandoned,Premium Calculation,Desktop,Website,279,Low
6514,Q106513,6514,6514,6514,24,20250805,4179.0,0,0,Abandoned,Document Upload,Mobile,Website,32,Low
6515,Q106514,6515,6515,6515,130,20250516,4174.0,0,0,Abandoned,Premium Calculation,Mobile,Website,180,Low
6516,Q106515,6516,6516,6516,130,20250124,4446.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,40,Low
6517,Q106516,6517,6517,6517,130,20250211,4159.0,0,0,Abandoned,Document Upload,Mobile,Website,93,Low
6518,Q106517,6518,6518,6518,138,20250830,4263.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,234,Low
6519,Q106518,6519,6519,6519,130,20250610,4627.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,61,Medium
6520,Q106519,6520,6520,6520,130,20250612,4533.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,208,Medium
6521,Q106520,6521,6521,6521,130,20250410,4371.0,0,0,Abandoned,Document Upload,Desktop,Website,210,Low
6522,Q106521,6522,6522,6522,130,20250807,4134.0,0,0,Abandoned,Document Upload,Mobile,Website,75,Low
6523,Q106522,6523,6523,6523,138,20250822,3958.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,116,Low
6524,Q106523,6524,6524,6524,130,20250816,3956.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,131,Low
6525,Q106524,6525,6525,6525,130,20251017,3743.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,247,Low
6526,Q106525,6526,6526,6526,130,20250528,4217.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,146,Low
6527,Q106526,6527,6527,6527,139,20250321,4209.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,296,Low
6528,Q106527,6528,6528,6528,105,20250417,4805.0,0,0,Abandoned,Premium Calculation,Mobile,Website,159,Medium
6529,Q106528,6529,6529,6529,138,20250225,3748.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,169,Low
6530,Q106529,6530,6530,6530,130,20251005,4514.0,0,0,Abandoned,Document Upload,Mobile,Agent,19,Medium
6531,Q106530,6531,6531,6531,130,20251009,3729.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,159,Low
6532,Q106531,6532,6532,6532,130,20250507,3926.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,241,Low
6533,Q106532,6533,6533,6533,130,20250715,4644.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,217,Medium
6534,Q106533,6534,6534,6534,130,20250209,4075.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,284,Low
6535,Q106534,6535,6535,6535,130,20250802,4295.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,108,Low
6536,Q106535,6536,6536,6536,130,20250523,4423.0,0,0,Abandoned,Premium Calculation,Mobile,Website,241,Low
6537,Q106536,6537,6537,6537,130,20250419,4405.0,0,0,Abandoned,Document Upload,Desktop,Agent,114,Low
6538,Q106537,6538,6538,6538,130,20251005,4339.0,0,0,Abandoned,Premium Calculation,Mobile,Website,17,Low
6539,Q106538,6539,6539,6539,138,20251216,3989.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,192,Low
6540,Q106539,6540,6540,6540,130,20250111,4084.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,124,Low
6541,Q106540,6541,6541,6541,139,20250827,3896.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,278,Low
6542,Q106541,6542,6542,6542,130,20250725,4025.0,0,0,Abandoned,Document Upload,Mobile,Agent,139,Low
6543,Q106542,6543,6543,6543,130,20250813,4282.0,0,0,Abandoned,Document Upload,Mobile,Website,241,Low
6544,Q106543,6544,6544,6544,130,20250604,4419.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,105,Low
6545,Q106544,6545,6545,6545,130,20250601,4203.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,169,Low
6546,Q106545,6546,6546,6546,130,20250405,3867.0,0,0,Abandoned,Document Upload,Mobile,Agent,225,Low
6547,Q106546,6547,6547,6547,130,20251208,4085.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,143,Low
6548,Q106547,6548,6548,6548,130,20250415,4060.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,275,Low
6549,Q106548,6549,6549,6549,130,20250807,4547.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,93,Medium
6550,Q106549,6550,6550,6550,130,20251221,4480.0,0,0,Abandoned,Document Upload,Mobile,Website,230,Low
6551,Q106550,6551,6551,6551,130,20250422,4347.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,136,Low
