quote_sk,quote_id,customer_sk,channel_sk,date_sk,date,year,quarter,month,month_name,week,day_name,channel_name,gender,customer_age,region,quote_source,device_type,quoted_premium,quote_value_band,days_since_last_contact,quote_status,quote_stage,accepted_offer,conversion_flag,quote_count,policy_issued_flag,conversion_rate,mobile_quote_flag,desktop_quote_flag,high_value_quote,medium_value_quote,low_value_quote
12062,Q112061,12062,146,20251012,2025-10-12,2025,4,10,October,41,Sunday,,Female,23,47.0,Agent,Mobile,3923.0,Low,114,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12063,Q112062,12063,146,20250805,2025-08-05,2025,3,8,August,32,Tuesday,,Female,23,41.0,Website,Desktop,4427.0,Low,267,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12064,Q112063,12064,146,20250323,2025-03-23,2025,1,3,March,12,Sunday,,Female,23,8.0,Mobile App,Desktop,3776.0,Low,126,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12065,Q112064,12065,146,20250220,2025-02-20,2025,1,2,February,8,Thursday,,Female,23,8.0,Agent,Desktop,4105.0,Low,196,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12066,Q112065,12066,146,20250920,2025-09-20,2025,3,9,September,38,Saturday,,Female,23,46.0,Agent,Desktop,4321.0,Low,273,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12067,Q112066,12067,146,20250716,2025-07-16,2025,3,7,July,29,Wednesday,,Female,23,41.0,Aggregator,Mobile,3721.0,Low,220,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12068,Q112067,12068,146,20251013,2025-10-13,2025,4,10,October,42,Monday,,Female,23,28.0,Agent,Mobile,3946.0,Low,167,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12069,Q112068,12069,146,20250906,2025-09-06,2025,3,9,September,36,Saturday,,Female,23,47.0,Website,Desktop,4543.0,Medium,284,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12070,Q112069,12070,146,20250609,2025-06-09,2025,2,6,June,24,Monday,,Male,23,15.0,Aggregator,Mobile,4479.0,Low,24,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12071,Q112070,12071,146,20250401,2025-04-01,2025,2,4,April,14,Tuesday,,Male,23,30.0,Mobile App,Mobile,4108.0,Low,44,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12072,Q112071,12072,146,20250628,2025-06-28,2025,2,6,June,26,Saturday,,Male,23,35.0,Mobile App,Mobile,4116.0,Low,42,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12073,Q112072,12073,25,20251020,2025-10-20,2025,4,10,October,43,Monday,Website,Female,23,30.0,Website,Mobile,4634.0,Medium,190,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12074,Q112073,12074,146,20250616,2025-06-16,2025,2,6,June,25,Monday,,Female,23,30.0,Website,Mobile,4558.0,Medium,208,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12075,Q112074,12075,146,20250704,2025-07-04,2025,3,7,July,27,Friday,,Male,23,8.0,Aggregator,Desktop,4189.0,Low,82,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12076,Q112075,12076,146,20251011,2025-10-11,2025,4,10,October,41,Saturday,,Female,23,15.0,Website,Mobile,4356.0,Low,95,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12077,Q112076,12077,146,20250309,2025-03-09,2025,1,3,March,10,Sunday,,Male,23,41.0,Mobile App,Mobile,3931.0,Low,37,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12078,Q112077,12078,146,20250113,2025-01-13,2025,1,1,January,3,Monday,,Female,23,8.0,Mobile App,Mobile,3865.0,Low,146,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12079,Q112078,12079,145,20250619,2025-06-19,2025,2,6,June,25,Thursday,,Female,23,22.0,Aggregator,Desktop,4363.0,Low,103,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12080,Q112079,12080,146,20250716,2025-07-16,2025,3,7,July,29,Wednesday,,Female,23,8.0,Mobile App,Mobile,4137.0,Low,24,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12081,Q112080,12081,146,20251104,2025-11-04,2025,4,11,November,45,Tuesday,,Female,23,29.0,Agent,Desktop,3867.0,Low,259,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12082,Q112081,12082,145,20250219,2025-02-19,2025,1,2,February,8,Wednesday,,Female,23,39.0,Website,Mobile,4686.0,Medium,181,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12083,Q112082,12083,146,20250425,2025-04-25,2025,2,4,April,17,Friday,,Female,23,28.0,Website,Desktop,4125.0,Low,169,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12084,Q112083,12084,154,20250702,2025-07-02,2025,3,7,July,27,Wednesday,,Female,23,31.0,Agent,Mobile,4035.0,Low,146,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12085,Q112084,12085,25,20250929,2025-09-29,2025,3,9,September,40,Monday,Website,Male,23,30.0,Aggregator,Desktop,4080.0,Low,190,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12086,Q112085,12086,146,20250404,2025-04-04,2025,2,4,April,14,Friday,,Male,23,10.0,Website,Desktop,4053.0,Low,293,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12087,Q112086,12087,145,20250424,2025-04-24,2025,2,4,April,17,Thursday,,Female,23,40.0,Mobile App,Tablet,3971.0,Low,254,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12088,Q112087,12088,146,20250601,2025-06-01,2025,2,6,June,22,Sunday,,Female,23,13.0,Mobile App,Mobile,3992.0,Low,79,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12089,Q112088,12089,146,20250325,2025-03-25,2025,1,3,March,13,Tuesday,,Male,23,41.0,Mobile App,Mobile,4559.0,Medium,40,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12090,Q112089,12090,146,20250614,2025-06-14,2025,2,6,June,24,Saturday,,Female,23,6.0,Mobile App,Mobile,4565.0,Medium,99,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12091,Q112090,12091,146,20250401,2025-04-01,2025,2,4,April,14,Tuesday,,Female,23,29.0,Mobile App,Mobile,3938.0,Low,251,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12092,Q112091,12092,146,20251205,2025-12-05,2025,4,12,December,49,Friday,,Male,23,41.0,Agent,Mobile,4597.0,Medium,65,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12093,Q112092,12093,146,20251126,2025-11-26,2025,4,11,November,48,Wednesday,,Female,23,7.0,Agent,Desktop,3989.0,Low,256,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12094,Q112093,12094,146,20251116,2025-11-16,2025,4,11,November,46,Sunday,,Female,23,50.0,Website,Desktop,4579.0,Medium,120,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12095,Q112094,12095,146,20251021,2025-10-21,2025,4,10,October,43,Tuesday,,Male,23,12.0,Website,Desktop,3999.0,Low,209,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12096,Q112095,12096,146,20250315,2025-03-15,2025,1,3,March,11,Saturday,,Female,23,23.0,Website,Mobile,4389.0,Low,169,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12097,Q112096,12097,146,20250218,2025-02-18,2025,1,2,February,8,Tuesday,,Female,23,12.0,Agent,Mobile,3756.0,Low,289,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12098,Q112097,12098,146,20250207,2025-02-07,2025,1,2,February,6,Friday,,Female,23,37.0,Mobile App,Desktop,4684.0,Medium,151,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12099,Q112098,12099,25,20250312,2025-03-12,2025,1,3,March,11,Wednesday,Website,Female,23,8.0,Aggregator,Mobile,4424.0,Low,186,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12100,Q112099,12100,146,20250605,2025-06-05,2025,2,6,June,23,Thursday,,Female,23,46.0,Website,Desktop,3923.0,Low,70,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12101,Q112100,12101,146,20250728,2025-07-28,2025,3,7,July,31,Monday,,Female,23,30.0,Agent,Desktop,4467.0,Low,56,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12102,Q112101,12102,146,20250311,2025-03-11,2025,1,3,March,11,Tuesday,,Female,23,46.0,Agent,Mobile,3733.0,Low,123,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12103,Q112102,12103,146,20250723,2025-07-23,2025,3,7,July,30,Wednesday,,Female,23,32.0,Mobile App,Mobile,4030.0,Low,104,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12104,Q112103,12104,146,20250129,2025-01-29,2025,1,1,January,5,Wednesday,,Male,23,15.0,Mobile App,Mobile,3983.0,Low,293,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12105,Q112104,12105,146,20250714,2025-07-14,2025,3,7,July,29,Monday,,Male,23,50.0,Agent,Tablet,4265.0,Low,149,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
12106,Q112105,12106,146,20250609,2025-06-09,2025,2,6,June,24,Monday,,Female,23,8.0,Aggregator,Desktop,4553.0,Medium,238,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12107,Q112106,12107,155,20251209,2025-12-09,2025,4,12,December,50,Tuesday,,Male,23,28.0,Agent,Mobile,4522.0,Medium,227,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12108,Q112107,12108,145,20250714,2025-07-14,2025,3,7,July,29,Monday,,Female,23,37.0,Mobile App,Mobile,4072.0,Low,174,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12109,Q112108,12109,146,20250128,2025-01-28,2025,1,1,January,5,Tuesday,,Female,23,11.0,Agent,Desktop,4377.0,Low,145,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12110,Q112109,12110,146,20250520,2025-05-20,2025,2,5,May,21,Tuesday,,Female,23,30.0,Aggregator,Mobile,4709.0,Medium,93,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12111,Q112110,12111,146,20250725,2025-07-25,2025,3,7,July,30,Friday,,Female,23,28.0,Aggregator,Mobile,4089.0,Low,165,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12112,Q112111,12112,146,20251222,2025-12-22,2025,4,12,December,52,Monday,,Male,23,41.0,Agent,Mobile,4420.0,Low,211,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12113,Q112112,12113,146,20250416,2025-04-16,2025,2,4,April,16,Wednesday,,Male,23,8.0,Website,Desktop,4628.0,Medium,80,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12114,Q112113,12114,146,20250621,2025-06-21,2025,2,6,June,25,Saturday,,Female,23,2.0,Mobile App,Tablet,4690.0,Medium,153,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
12115,Q112114,12115,146,20250208,2025-02-08,2025,1,2,February,6,Saturday,,Female,23,30.0,Website,Mobile,4383.0,Low,174,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12116,Q112115,12116,146,20250701,2025-07-01,2025,3,7,July,27,Tuesday,,Female,23,5.0,Mobile App,Mobile,4616.0,Medium,149,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12117,Q112116,12117,155,20250727,2025-07-27,2025,3,7,July,30,Sunday,,Female,23,28.0,Mobile App,Desktop,4179.0,Low,170,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
12118,Q112117,12118,146,20250113,2025-01-13,2025,1,1,January,3,Monday,,Male,23,11.0,Aggregator,Desktop,4455.0,Low,153,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12119,Q112118,12119,146,20250628,2025-06-28,2025,2,6,June,26,Saturday,,Female,23,29.0,Agent,Mobile,4384.0,Low,178,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12120,Q112119,12120,146,20250730,2025-07-30,2025,3,7,July,31,Wednesday,,Female,23,11.0,Mobile App,Desktop,3825.0,Low,27,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12121,Q112120,12121,146,20250531,2025-05-31,2025,2,5,May,22,Saturday,,Male,23,28.0,Mobile App,Mobile,4314.0,Low,79,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12122,Q112121,12122,146,20251110,2025-11-10,2025,4,11,November,46,Monday,,Female,23,30.0,Website,Tablet,3751.0,Low,122,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12123,Q112122,12123,146,20250926,2025-09-26,2025,3,9,September,39,Friday,,Male,23,10.0,Agent,Desktop,4505.0,Medium,90,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12124,Q112123,12124,146,20250413,2025-04-13,2025,2,4,April,15,Sunday,,Female,23,8.0,Aggregator,Desktop,4088.0,Low,55,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12125,Q112124,12125,146,20250513,2025-05-13,2025,2,5,May,20,Tuesday,,Female,23,19.0,Mobile App,Mobile,4431.0,Low,204,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12126,Q112125,12126,146,20250116,2025-01-16,2025,1,1,January,3,Thursday,,Female,23,46.0,Agent,Mobile,3915.0,Low,89,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12127,Q112126,12127,146,20250513,2025-05-13,2025,2,5,May,20,Tuesday,,Male,23,6.0,Aggregator,Mobile,4175.0,Low,22,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12128,Q112127,12128,146,20250921,2025-09-21,2025,3,9,September,38,Sunday,,Male,23,47.0,Aggregator,Tablet,4441.0,Low,248,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
12129,Q112128,12129,146,20250219,2025-02-19,2025,1,2,February,8,Wednesday,,Female,23,50.0,Website,Tablet,3989.0,Low,210,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12130,Q112129,12130,146,20250613,2025-06-13,2025,2,6,June,24,Friday,,Female,23,6.0,Aggregator,Mobile,4357.0,Low,205,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12131,Q112130,12131,146,20251107,2025-11-07,2025,4,11,November,45,Friday,,Female,23,41.0,Aggregator,Tablet,4327.0,Low,190,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12132,Q112131,12132,146,20250405,2025-04-05,2025,2,4,April,14,Saturday,,Female,23,45.0,Aggregator,Desktop,3827.0,Low,266,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12133,Q112132,12133,154,20250201,2025-02-01,2025,1,2,February,5,Saturday,,Male,23,11.0,Website,Desktop,3946.0,Low,83,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12134,Q112133,12134,148,20250722,2025-07-22,2025,3,7,July,30,Tuesday,,Male,23,8.0,Aggregator,Mobile,4018.0,Low,105,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12135,Q112134,12135,146,20250424,2025-04-24,2025,2,4,April,17,Thursday,,Male,23,8.0,Aggregator,Mobile,4165.0,Low,99,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12136,Q112135,12136,146,20250414,2025-04-14,2025,2,4,April,16,Monday,,Female,23,9.0,Aggregator,Mobile,4609.0,Medium,86,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12137,Q112136,12137,146,20250712,2025-07-12,2025,3,7,July,28,Saturday,,Male,23,8.0,Agent,Tablet,4184.0,Low,75,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12138,Q112137,12138,154,20250101,2025-01-01,2025,1,1,January,1,Wednesday,,Female,23,8.0,Agent,Desktop,3809.0,Low,245,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12139,Q112138,12139,146,20250330,2025-03-30,2025,1,3,March,13,Sunday,,Male,23,5.0,Agent,Mobile,3970.0,Low,294,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
12140,Q112139,12140,146,20250511,2025-05-11,2025,2,5,May,19,Sunday,,Male,23,29.0,Aggregator,Mobile,4702.0,Medium,155,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12141,Q112140,12141,146,20250620,2025-06-20,2025,2,6,June,25,Friday,,Female,23,47.0,Agent,Mobile,4014.0,Low,172,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12142,Q112141,12142,25,20250104,2025-01-04,2025,1,1,January,1,Saturday,Website,Female,23,3.0,Agent,Desktop,4063.0,Low,258,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12143,Q112142,12143,25,20251122,2025-11-22,2025,4,11,November,47,Saturday,Website,Male,23,8.0,Mobile App,Mobile,3995.0,Low,61,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12144,Q112143,12144,146,20251030,2025-10-30,2025,4,10,October,44,Thursday,,Male,23,17.0,Aggregator,Mobile,4037.0,Low,165,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12145,Q112144,12145,146,20250305,2025-03-05,2025,1,3,March,10,Wednesday,,Female,23,2.0,Website,Mobile,3812.0,Low,112,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12146,Q112145,12146,146,20250115,2025-01-15,2025,1,1,January,3,Wednesday,,Male,23,34.0,Mobile App,Mobile,3772.0,Low,210,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12147,Q112146,12147,146,20250714,2025-07-14,2025,3,7,July,29,Monday,,Female,23,39.0,Agent,Mobile,4396.0,Low,16,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12148,Q112147,12148,146,20251130,2025-11-30,2025,4,11,November,48,Sunday,,Female,23,18.0,Agent,Mobile,3991.0,Low,186,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12149,Q112148,12149,146,20250825,2025-08-25,2025,3,8,August,35,Monday,,Male,23,8.0,Agent,Mobile,4150.0,Low,135,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12150,Q112149,12150,146,20250227,2025-02-27,2025,1,2,February,9,Thursday,,Female,23,30.0,Aggregator,Mobile,4002.0,Low,112,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12151,Q112150,12151,146,20250417,2025-04-17,2025,2,4,April,16,Thursday,,Male,23,6.0,Mobile App,Desktop,4447.0,Low,237,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12152,Q112151,12152,146,20251220,2025-12-20,2025,4,12,December,51,Saturday,,Female,23,2.0,Website,Mobile,3716.0,Low,211,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12153,Q112152,12153,120,20250628,2025-06-28,2025,2,6,June,26,Saturday,Partner,Male,23,32.0,Website,Tablet,4348.0,Low,277,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
12154,Q112153,12154,146,20250524,2025-05-24,2025,2,5,May,21,Saturday,,Female,23,10.0,Website,Mobile,4645.0,Medium,32,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12155,Q112154,12155,146,20251226,2025-12-26,2025,4,12,December,52,Friday,,Female,23,26.0,Aggregator,Desktop,3801.0,Low,299,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12156,Q112155,12156,146,20250815,2025-08-15,2025,3,8,August,33,Friday,,Male,23,41.0,Mobile App,Desktop,4644.0,Medium,74,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12157,Q112156,12157,146,20250128,2025-01-28,2025,1,1,January,5,Tuesday,,Male,23,25.0,Mobile App,Mobile,3899.0,Low,238,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12158,Q112157,12158,146,20250902,2025-09-02,2025,3,9,September,36,Tuesday,,Male,23,8.0,Agent,Mobile,4580.0,Medium,196,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12159,Q112158,12159,145,20251107,2025-11-07,2025,4,11,November,45,Friday,,Male,23,31.0,Mobile App,Desktop,4185.0,Low,36,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12160,Q112159,12160,145,20250807,2025-08-07,2025,3,8,August,32,Thursday,,Male,23,50.0,Website,Desktop,4220.0,Low,91,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12161,Q112160,12161,146,20250712,2025-07-12,2025,3,7,July,28,Saturday,,Female,23,35.0,Aggregator,Desktop,4171.0,Low,146,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12162,Q112161,12162,146,20251112,2025-11-12,2025,4,11,November,46,Wednesday,,Male,23,16.0,Website,Mobile,3762.0,Low,49,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12163,Q112162,12163,146,20250627,2025-06-27,2025,2,6,June,26,Friday,,Male,23,17.0,Agent,Mobile,4463.0,Low,61,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12164,Q112163,12164,146,20250417,2025-04-17,2025,2,4,April,16,Thursday,,Male,23,29.0,Website,Mobile,4195.0,Low,177,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12165,Q112164,12165,146,20251105,2025-11-05,2025,4,11,November,45,Wednesday,,Male,23,8.0,Mobile App,Mobile,4353.0,Low,233,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12166,Q112165,12166,146,20250416,2025-04-16,2025,2,4,April,16,Wednesday,,Female,23,10.0,Aggregator,Tablet,4199.0,Low,279,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12167,Q112166,12167,146,20250113,2025-01-13,2025,1,1,January,3,Monday,,Female,23,13.0,Aggregator,Desktop,4687.0,Medium,79,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12168,Q112167,12168,146,20251031,2025-10-31,2025,4,10,October,44,Friday,,Female,23,12.0,Aggregator,Mobile,4073.0,Low,23,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12169,Q112168,12169,154,20250419,2025-04-19,2025,2,4,April,16,Saturday,,Female,23,46.0,Agent,Desktop,3821.0,Low,121,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12170,Q112169,12170,146,20250822,2025-08-22,2025,3,8,August,34,Friday,,Male,23,28.0,Aggregator,Mobile,4118.0,Low,91,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12171,Q112170,12171,146,20250321,2025-03-21,2025,1,3,March,12,Friday,,Female,23,30.0,Aggregator,Mobile,3716.0,Low,228,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
12172,Q112171,12172,146,20250630,2025-06-30,2025,2,6,June,27,Monday,,Female,23,3.0,Agent,Tablet,4451.0,Low,251,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12173,Q112172,12173,146,20250416,2025-04-16,2025,2,4,April,16,Wednesday,,Female,23,15.0,Agent,Mobile,4377.0,Low,117,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12174,Q112173,12174,146,20250718,2025-07-18,2025,3,7,July,29,Friday,,Female,23,50.0,Mobile App,Mobile,3906.0,Low,177,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12175,Q112174,12175,146,20250805,2025-08-05,2025,3,8,August,32,Tuesday,,Female,23,6.0,Aggregator,Desktop,4544.0,Medium,245,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12176,Q112175,12176,145,20251230,2025-12-30,2025,4,12,December,1,Tuesday,,Female,23,11.0,Website,Mobile,4585.0,Medium,128,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12177,Q112176,12177,146,20251129,2025-11-29,2025,4,11,November,48,Saturday,,Female,23,30.0,Website,Mobile,4444.0,Low,113,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12178,Q112177,12178,146,20250709,2025-07-09,2025,3,7,July,28,Wednesday,,Female,23,41.0,Website,Mobile,4076.0,Low,89,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12179,Q112178,12179,146,20250203,2025-02-03,2025,1,2,February,6,Monday,,Female,23,5.0,Agent,Tablet,3959.0,Low,293,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
12180,Q112179,12180,146,20250406,2025-04-06,2025,2,4,April,14,Sunday,,Female,23,37.0,Website,Desktop,4625.0,Medium,225,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12181,Q112180,12181,146,20250501,2025-05-01,2025,2,5,May,18,Thursday,,Female,23,46.0,Website,Mobile,4304.0,Low,62,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12182,Q112181,12182,146,20250719,2025-07-19,2025,3,7,July,29,Saturday,,Female,23,29.0,Website,Mobile,3949.0,Low,205,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12183,Q112182,12183,147,20251003,2025-10-03,2025,4,10,October,40,Friday,,Female,23,28.0,Mobile App,Mobile,4089.0,Low,47,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12184,Q112183,12184,146,20251230,2025-12-30,2025,4,12,December,1,Tuesday,,Female,23,46.0,Website,Mobile,4616.0,Medium,265,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12185,Q112184,12185,146,20250117,2025-01-17,2025,1,1,January,3,Friday,,Female,23,15.0,Website,Desktop,4581.0,Medium,245,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12186,Q112185,12186,146,20250319,2025-03-19,2025,1,3,March,12,Wednesday,,Male,23,36.0,Aggregator,Mobile,4544.0,Medium,97,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
12187,Q112186,12187,25,20250125,2025-01-25,2025,1,1,January,4,Saturday,Website,Male,23,28.0,Agent,Mobile,4180.0,Low,159,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12188,Q112187,12188,146,20250809,2025-08-09,2025,3,8,August,32,Saturday,,Male,23,46.0,Website,Tablet,4484.0,Low,88,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
12189,Q112188,12189,146,20251231,2025-12-31,2025,4,12,December,1,Wednesday,,Female,23,8.0,Mobile App,Desktop,4628.0,Medium,17,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12190,Q112189,12190,146,20250510,2025-05-10,2025,2,5,May,19,Saturday,,Female,23,27.0,Aggregator,Desktop,4410.0,Low,249,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12191,Q112190,12191,146,20251004,2025-10-04,2025,4,10,October,40,Saturday,,Male,23,30.0,Aggregator,Desktop,4164.0,Low,111,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
12192,Q112191,12192,146,20250513,2025-05-13,2025,2,5,May,20,Tuesday,,Female,23,29.0,Website,Mobile,4075.0,Low,214,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
12193,Q112192,12193,146,20251215,2025-12-15,2025,4,12,December,51,Monday,,Female,23,8.0,Website,Desktop,3999.0,Low,32,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
12194,Q112193,12194,146,20250226,2025-02-26,2025,1,2,February,9,Wednesday,,Male,23,11.0,Website,Mobile,4583.0,Medium,112,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
