claim_sk,claim_id,policy_sk,vehicle_sk,date_sk,date,year,quarter,month,month_name,week,financial_year,policy_type,coverage_type,policy_status,policy_tenure_band,make,model,segment,fuel_type,vehicle_age_band,premium_vehicle,safety_rating,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band,claim_count,paid_claim,high_fraud,high_severity,fast_settlement,delayed_settlement
7655,CLM107654,7655,7655,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7656,CLM107655,7656,7656,20250915,2025-09-15,2025,3,9,September,38,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7657,CLM107656,7657,7657,20250802,2025-08-02,2025,3,8,August,31,2025-2026,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7658,CLM107657,7658,7658,20251103,2025-11-03,2025,4,11,November,45,2025-2026,Comprehensive,Silver,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7659,CLM107658,7659,7659,20260527,2026-05-27,2026,2,5,May,22,2026-2027,Third Party,Basic,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7660,CLM107659,7660,7660,20260601,2026-06-01,2026,2,6,June,23,2026-2027,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7661,CLM107660,7661,7661,20260225,2026-02-25,2026,1,2,February,9,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7662,CLM107661,7662,7662,20251218,2025-12-18,2025,4,12,December,51,2025-2026,Third Party,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7663,CLM107662,7663,7663,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7664,CLM107663,7664,7664,20260530,2026-05-30,2026,2,5,May,22,2026-2027,Comprehensive,Basic,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7665,CLM107664,7665,7665,20260922,2026-09-22,2026,3,9,September,39,2026-2027,Third Party,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7666,CLM107665,7666,7666,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7667,CLM107666,7667,7667,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Expired,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7668,CLM107667,7668,7668,20260818,2026-08-18,2026,3,8,August,34,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7669,CLM107668,7669,7669,20260111,2026-01-11,2026,1,1,January,2,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7670,CLM107669,7670,7670,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M7,B2,Petrol,New,False,Average,112409,Very High,1.0,True,High,Low,21,Delayed,1,True,0,1,0,1
7671,CLM107670,7671,7671,20260102,2026-01-02,2026,1,1,January,1,2025-2026,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7672,CLM107671,7672,7672,20261001,2026-10-01,2026,4,10,October,40,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7673,CLM107672,7673,7673,20250829,2025-08-29,2025,3,8,August,35,2025-2026,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7674,CLM107673,7674,7674,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7675,CLM107674,7675,7675,20260411,2026-04-11,2026,2,4,April,15,2026-2027,Third Party,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7676,CLM107675,7676,7676,20260918,2026-09-18,2026,3,9,September,38,2026-2027,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7677,CLM107676,7677,7677,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7678,CLM107677,7678,7678,20260212,2026-02-12,2026,1,2,February,7,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7679,CLM107678,7679,7679,20260513,2026-05-13,2026,2,5,May,20,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7680,CLM107679,7680,7680,20260601,2026-06-01,2026,2,6,June,23,2026-2027,Third Party,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7681,CLM107680,7681,7681,20260804,2026-08-04,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7682,CLM107681,7682,7682,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7683,CLM107682,7683,7683,20260803,2026-08-03,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Expired,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7684,CLM107683,7684,7684,20260613,2026-06-13,2026,2,6,June,24,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7685,CLM107684,7685,7685,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7686,CLM107685,7686,7686,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7687,CLM107686,7687,7687,20250805,2025-08-05,2025,3,8,August,32,2025-2026,Third Party,Silver,Active,6-12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7688,CLM107687,7688,7688,20260326,2026-03-26,2026,1,3,March,13,2025-2026,Third Party,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7689,CLM107688,7689,7689,20260709,2026-07-09,2026,3,7,July,28,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7690,CLM107689,7690,7690,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7691,CLM107690,7691,7691,20261121,2026-11-21,2026,4,11,November,47,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7692,CLM107691,7692,7692,20251114,2025-11-14,2025,4,11,November,46,2025-2026,Third Party,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7693,CLM107692,7693,7693,20261216,2026-12-16,2026,4,12,December,51,2026-2027,Third Party,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7694,CLM107693,7694,7694,20250910,2025-09-10,2025,3,9,September,37,2025-2026,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7695,CLM107694,7695,7695,20250816,2025-08-16,2025,3,8,August,33,2025-2026,Third Party,Gold,Expired,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7696,CLM107695,7696,7696,20260304,2026-03-04,2026,1,3,March,10,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7697,CLM107696,7697,7697,20260327,2026-03-27,2026,1,3,March,13,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7698,CLM107697,7698,7698,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Expired,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7699,CLM107698,7699,7699,20261223,2026-12-23,2026,4,12,December,52,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7700,CLM107699,7700,7700,20260426,2026-04-26,2026,2,4,April,17,2026-2027,Third Party,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7701,CLM107700,7701,7701,20261024,2026-10-24,2026,4,10,October,43,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7702,CLM107701,7702,7702,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7703,CLM107702,7703,7703,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7704,CLM107703,7704,7704,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7705,CLM107704,7705,7705,20260220,2026-02-20,2026,1,2,February,8,2025-2026,Third Party,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7706,CLM107705,7706,7706,20261005,2026-10-05,2026,4,10,October,41,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7707,CLM107706,7707,7707,20261128,2026-11-28,2026,4,11,November,48,2026-2027,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7708,CLM107707,7708,7708,20260620,2026-06-20,2026,2,6,June,25,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7709,CLM107708,7709,7709,20261106,2026-11-06,2026,4,11,November,45,2026-2027,Third Party,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7710,CLM107709,7710,7710,20260815,2026-08-15,2026,3,8,August,33,2026-2027,Third Party,Basic,Expired,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7711,CLM107710,7711,7711,20260321,2026-03-21,2026,1,3,March,12,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7712,CLM107711,7712,7712,20260725,2026-07-25,2026,3,7,July,30,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7713,CLM107712,7713,7713,20251109,2025-11-09,2025,4,11,November,45,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7714,CLM107713,7714,7714,20251223,2025-12-23,2025,4,12,December,52,2025-2026,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7715,CLM107714,7715,7715,20260207,2026-02-07,2026,1,2,February,6,2025-2026,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7716,CLM107715,7716,7716,20250630,2025-06-30,2025,2,6,June,27,2025-2026,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7717,CLM107716,7717,7717,20260114,2026-01-14,2026,1,1,January,3,2025-2026,Comprehensive,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7718,CLM107717,7718,7718,20251110,2025-11-10,2025,4,11,November,46,2025-2026,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7719,CLM107718,7719,7719,20260506,2026-05-06,2026,2,5,May,19,2026-2027,Comprehensive,Basic,Active,6-12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7720,CLM107719,7720,7720,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7721,CLM107720,7721,7721,20260903,2026-09-03,2026,3,9,September,36,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7722,CLM107721,7722,7722,20260826,2026-08-26,2026,3,8,August,35,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7723,CLM107722,7723,7723,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7724,CLM107723,7724,7724,20260331,2026-03-31,2026,1,3,March,14,2025-2026,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7725,CLM107724,7725,7725,20260509,2026-05-09,2026,2,5,May,19,2026-2027,Third Party,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7726,CLM107725,7726,7726,20250912,2025-09-12,2025,3,9,September,37,2025-2026,Comprehensive,Silver,Cancelled,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7727,CLM107726,7727,7727,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7728,CLM107727,7728,7728,20260409,2026-04-09,2026,2,4,April,15,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7729,CLM107728,7729,7729,20261117,2026-11-17,2026,4,11,November,47,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7730,CLM107729,7730,7730,20260614,2026-06-14,2026,2,6,June,24,2026-2027,Third Party,Gold,Active,6-12 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7731,CLM107730,7731,7731,20250819,2025-08-19,2025,3,8,August,34,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7732,CLM107731,7732,7732,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7733,CLM107732,7733,7733,20250724,2025-07-24,2025,3,7,July,30,2025-2026,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7734,CLM107733,7734,7734,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7735,CLM107734,7735,7735,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7736,CLM107735,7736,7736,20260508,2026-05-08,2026,2,5,May,19,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7737,CLM107736,7737,7737,20250917,2025-09-17,2025,3,9,September,38,2025-2026,Third Party,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7738,CLM107737,7738,7738,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7739,CLM107738,7739,7739,20260910,2026-09-10,2026,3,9,September,37,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7740,CLM107739,7740,7740,20250814,2025-08-14,2025,3,8,August,33,2025-2026,Comprehensive,Silver,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7741,CLM107740,7741,7741,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7742,CLM107741,7742,7742,20260428,2026-04-28,2026,2,4,April,18,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7743,CLM107742,7743,7743,20260508,2026-05-08,2026,2,5,May,19,2026-2027,Third Party,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7744,CLM107743,7744,7744,20260120,2026-01-20,2026,1,1,January,4,2025-2026,Third Party,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7745,CLM107744,7745,7745,20260123,2026-01-23,2026,1,1,January,4,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7746,CLM107745,7746,7746,20250910,2025-09-10,2025,3,9,September,37,2025-2026,Comprehensive,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7747,CLM107746,7747,7747,20250606,2025-06-06,2025,2,6,June,23,2025-2026,Comprehensive,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7748,CLM107747,7748,7748,20260222,2026-02-22,2026,1,2,February,8,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7749,CLM107748,7749,7749,20261104,2026-11-04,2026,4,11,November,45,2026-2027,Third Party,Gold,Expired,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7750,CLM107749,7750,7750,20261213,2026-12-13,2026,4,12,December,50,2026-2027,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7751,CLM107750,7751,7751,20251202,2025-12-02,2025,4,12,December,49,2025-2026,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7752,CLM107751,7752,7752,20261018,2026-10-18,2026,4,10,October,42,2026-2027,Comprehensive,Silver,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7753,CLM107752,7753,7753,20260218,2026-02-18,2026,1,2,February,8,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7754,CLM107753,7754,7754,20250327,2025-03-27,2025,1,3,March,13,2024-2025,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7755,CLM107754,7755,7755,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7756,CLM107755,7756,7756,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7757,CLM107756,7757,7757,20260209,2026-02-09,2026,1,2,February,7,2025-2026,Third Party,Basic,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7758,CLM107757,7758,7758,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7759,CLM107758,7759,7759,20260320,2026-03-20,2026,1,3,March,12,2025-2026,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7760,CLM107759,7760,7760,20260621,2026-06-21,2026,2,6,June,25,2026-2027,Comprehensive,Silver,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7761,CLM107760,7761,7761,20260222,2026-02-22,2026,1,2,February,8,2025-2026,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7762,CLM107761,7762,7762,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7763,CLM107762,7763,7763,20260606,2026-06-06,2026,2,6,June,23,2026-2027,Comprehensive,Silver,Expired,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7764,CLM107763,7764,7764,20251021,2025-10-21,2025,4,10,October,43,2025-2026,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7765,CLM107764,7765,7765,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7766,CLM107765,7766,7766,20260120,2026-01-20,2026,1,1,January,4,2025-2026,Third Party,Gold,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7767,CLM107766,7767,7767,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7768,CLM107767,7768,7768,20251109,2025-11-09,2025,4,11,November,45,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7769,CLM107768,7769,7769,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7770,CLM107769,7770,7770,20260817,2026-08-17,2026,3,8,August,34,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7771,CLM107770,7771,7771,20260813,2026-08-13,2026,3,8,August,33,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
7772,CLM107771,7772,7772,20260910,2026-09-10,2026,3,9,September,37,2026-2027,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
