underwriting_sk,policy_sk,customer_sk,vehicle_sk,policy_type,coverage_type,policy_status,make,model,segment,fuel_type,vehicle_age_band,risk_score,risk_band,fraud_probability,underwriting_decision,manual_review_flag,auto_approved_flag,rejected_flag,stp_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,sla_breached_flag,high_risk_flag,fraud_flag,recommendation,model_version,underwriting_date_sk
31876,31876,31876,31876,Comprehensive,Basic,Cancelled,1,M6,B2,Petrol,New,71,High,0.71,Rejected,0,0,1,1,16,24,2,75.61,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230706
31877,31877,31877,31877,Comprehensive,Silver,Active,5,M9,C1,Diesel,New,52,Medium,0.52,Manual Review,1,0,0,0,31,4,2,88.55,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250512
31878,31878,31878,31878,Third Party,Gold,Active,1,M10,Utility,CNG,New,5,Low,0.05,Approved,0,1,0,1,4,-6,2,96.94,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240903
31879,31879,31879,31879,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,97,Very High,0.97,Rejected,0,0,1,1,21,33,1,98.96,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220406
31880,31880,31880,31880,Third Party,Gold,Active,3,M4,C2,Diesel,New,26,Low,0.26,Approved,0,1,0,1,4,-3,1,77.06,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250726
31881,31881,31881,31881,Third Party,Basic,Active,1,M1,A,CNG,New,98,Very High,0.98,Rejected,0,0,1,1,8,32,5,79.21,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20250312
31882,31882,31882,31882,Comprehensive,Silver,Active,1,M1,A,CNG,New,57,Medium,0.57,Manual Review,1,0,0,0,71,7,3,75.83,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250212
31883,31883,31883,31883,Third Party,Basic,Active,3,M4,C2,Diesel,New,46,Medium,0.46,Manual Review,1,0,0,0,85,12,2,94.63,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240602
31884,31884,31884,31884,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,36,Medium,0.36,Manual Review,1,0,0,0,53,13,5,83.71,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20250302
31885,31885,31885,31885,Comprehensive,Silver,Active,1,M1,A,CNG,New,38,Medium,0.38,Manual Review,1,0,0,0,76,5,3,82.85,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20250406
31886,31886,31886,31886,Comprehensive,Basic,Expired,1,M1,A,CNG,New,15,Low,0.15,Approved,0,1,0,1,2,4,1,85.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250622
31887,31887,31887,31887,Third Party,Basic,Active,2,M3,A,Petrol,New,12,Low,0.12,Approved,0,1,0,1,3,-7,1,82.82,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20221004
31888,31888,31888,31888,Third Party,Silver,Active,3,M4,C2,Diesel,New,83,Very High,0.83,Rejected,0,0,1,1,5,34,6,92.55,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220916
31889,31889,31889,31889,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,18,Low,0.18,Approved,0,1,0,1,4,-6,6,87.53,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220215
31890,31890,31890,31890,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,42,Medium,0.42,Manual Review,1,0,0,0,51,0,2,90.55,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20221212
31891,31891,31891,31891,Third Party,Gold,Active,1,M1,A,CNG,New,66,High,0.66,Manual Review,1,0,0,0,72,4,7,84.41,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20240426
31892,31892,31892,31892,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,33,Medium,0.33,Approved,0,1,0,1,3,-5,2,81.79,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240613
31893,31893,31893,31893,Comprehensive,Gold,Expired,1,M1,A,CNG,New,77,High,0.77,Rejected,0,0,1,1,20,30,2,75.81,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250614
31894,31894,31894,31894,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,24,Low,0.24,Approved,0,1,0,1,2,-8,1,81.3,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20241212
31895,31895,31895,31895,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,49,Medium,0.49,Manual Review,1,0,0,0,71,6,2,78.25,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250317
31896,31896,31896,31896,Comprehensive,Gold,Expired,1,M6,B2,Petrol,New,68,High,0.68,Manual Review,1,0,0,0,74,13,4,86.36,Manual,David,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20250118
31897,31897,31897,31897,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,19,Low,0.19,Approved,0,1,0,1,3,0,3,87.31,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220821
31898,31898,31898,31898,Third Party,Basic,Active,1,M1,A,CNG,New,79,High,0.79,Rejected,0,0,1,1,20,34,1,75.8,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220220
31899,31899,31899,31899,Third Party,Gold,Active,1,M6,B2,Petrol,New,35,Medium,0.35,Manual Review,1,0,0,0,36,1,2,98.33,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20231027
31900,31900,31900,31900,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,97,Very High,0.97,Rejected,0,0,1,1,6,33,1,96.1,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20251118
31901,31901,31901,31901,Comprehensive,Gold,Active,1,M2,C1,Petrol,New,29,Low,0.29,Approved,0,1,0,1,6,2,1,90.5,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250522
31902,31902,31902,31902,Third Party,Gold,Active,1,M7,B2,Petrol,New,79,High,0.79,Rejected,0,0,1,1,16,17,1,97.73,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230327
31903,31903,31903,31903,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,6,Low,0.06,Approved,0,1,0,1,5,0,3,93.31,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250924
31904,31904,31904,31904,Comprehensive,Gold,Active,4,M11,C1,Petrol,New,45,Medium,0.45,Manual Review,1,0,0,0,34,8,5,77.28,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20221217
31905,31905,31905,31905,Third Party,Silver,Active,1,M1,A,CNG,New,76,High,0.76,Rejected,0,0,1,1,5,21,4,79.78,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20231011
31906,31906,31906,31906,Third Party,Basic,Active,1,M6,B2,Petrol,New,6,Low,0.06,Approved,0,1,0,1,6,-9,4,79.18,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250801
31907,31907,31907,31907,Comprehensive,Basic,Expired,1,M7,B2,Petrol,New,57,Medium,0.57,Manual Review,1,0,0,0,34,9,7,76.64,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240527
31908,31908,31908,31908,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,70,High,0.7,Rejected,0,0,1,1,12,21,7,77.7,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230806
31909,31909,31909,31909,Comprehensive,Silver,Active,1,M7,B2,Petrol,New,76,High,0.76,Rejected,0,0,1,1,24,15,2,96.96,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220902
31910,31910,31910,31910,Third Party,Gold,Active,2,M3,A,Petrol,New,99,Very High,0.99,Rejected,0,0,1,1,18,23,3,92.8,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230704
31911,31911,31911,31911,Comprehensive,Gold,Active,1,M1,A,CNG,New,37,Medium,0.37,Manual Review,1,0,0,0,25,9,7,99.31,Manual,Rahul,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20231229
31912,31912,31912,31912,Comprehensive,Silver,Expired,3,M4,C2,Diesel,New,92,Very High,0.92,Rejected,0,0,1,1,12,19,6,90.13,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20231001
31913,31913,31913,31913,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,29,Low,0.29,Approved,0,1,0,1,4,0,6,83.06,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230807
31914,31914,31914,31914,Third Party,Gold,Active,3,M4,C2,Diesel,New,5,Low,0.05,Approved,0,1,0,1,5,-9,7,82.92,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220814
31915,31915,31915,31915,Comprehensive,Basic,Active,1,M1,A,CNG,New,94,Very High,0.94,Rejected,0,0,1,1,18,22,4,92.15,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240406
31916,31916,31916,31916,Third Party,Silver,Active,3,M4,C2,Diesel,New,25,Low,0.25,Approved,0,1,0,1,2,-7,3,78.86,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230317
31917,31917,31917,31917,Third Party,Gold,Active,1,M8,B1,CNG,New,91,Very High,0.91,Rejected,0,0,1,1,18,28,7,83.4,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230216
31918,31918,31918,31918,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,56,Medium,0.56,Manual Review,1,0,0,0,75,14,1,91.0,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240324
31919,31919,31919,31919,Third Party,Basic,Active,3,M4,C2,Diesel,New,64,High,0.64,Manual Review,1,0,0,0,45,7,4,98.63,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20220903
31920,31920,31920,31920,Comprehensive,Gold,Active,2,M3,A,Petrol,New,52,Medium,0.52,Manual Review,1,0,0,0,50,2,1,92.08,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20230806
31921,31921,31921,31921,Third Party,Gold,Active,3,M4,C2,Diesel,New,71,High,0.71,Rejected,0,0,1,1,17,15,5,86.04,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230515
31922,31922,31922,31922,Comprehensive,Silver,Active,2,M3,A,Petrol,New,9,Low,0.09,Approved,0,1,0,1,3,-4,4,79.86,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240908
31923,31923,31923,31923,Third Party,Gold,Active,1,M8,B1,CNG,New,97,Very High,0.97,Rejected,0,0,1,1,5,27,6,99.43,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230704
31924,31924,31924,31924,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,31,Medium,0.31,Approved,0,1,0,1,3,2,1,82.96,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220427
31925,31925,31925,31925,Third Party,Basic,Active,1,M6,B2,Petrol,New,32,Medium,0.32,Approved,0,1,0,1,6,4,5,88.93,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20251019
31926,31926,31926,31926,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,18,Low,0.18,Approved,0,1,0,1,3,4,6,83.87,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220723
31927,31927,31927,31927,Comprehensive,Basic,Active,1,M10,Utility,CNG,New,10,Low,0.1,Approved,0,1,0,1,6,-8,3,78.94,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20221217
31928,31928,31928,31928,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,18,Low,0.18,Approved,0,1,0,1,6,0,7,91.33,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20221115
31929,31929,31929,31929,Comprehensive,Silver,Active,1,M1,A,CNG,New,23,Low,0.23,Approved,0,1,0,1,5,-3,5,98.15,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20251014
31930,31930,31930,31930,Third Party,Silver,Active,1,M6,B2,Petrol,New,5,Low,0.05,Approved,0,1,0,1,5,-3,2,81.13,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240728
31931,31931,31931,31931,Third Party,Silver,Active,1,M6,B2,Petrol,New,66,High,0.66,Manual Review,1,0,0,0,71,14,3,86.92,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20230504
31932,31932,31932,31932,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,33,Medium,0.33,Approved,0,1,0,1,7,4,6,94.76,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220417
31933,31933,31933,31933,Third Party,Basic,Expired,1,M6,B2,Petrol,New,44,Medium,0.44,Manual Review,1,0,0,0,26,4,7,77.5,Manual,David,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20231016
31934,31934,31934,31934,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,11,Low,0.11,Approved,0,1,0,1,4,-6,4,93.97,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220621
31935,31935,31935,31935,Comprehensive,Basic,Expired,1,M6,B2,Petrol,New,88,Very High,0.88,Rejected,0,0,1,1,21,26,3,93.69,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230603
31936,31936,31936,31936,Comprehensive,Basic,Active,1,M2,C1,Petrol,New,48,Medium,0.48,Manual Review,1,0,0,0,73,11,6,92.4,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240815
31937,31937,31937,31937,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,78,High,0.78,Rejected,0,0,1,1,22,20,7,91.33,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240323
31938,31938,31938,31938,Comprehensive,Gold,Expired,3,M4,C2,Diesel,New,74,High,0.74,Rejected,0,0,1,1,10,21,6,75.2,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230612
31939,31939,31939,31939,Comprehensive,Silver,Cancelled,2,M3,A,Petrol,New,17,Low,0.17,Approved,0,1,0,1,7,0,4,95.45,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20221116
31940,31940,31940,31940,Comprehensive,Gold,Active,1,M8,B1,CNG,New,81,Very High,0.81,Rejected,0,0,1,1,7,30,3,86.69,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20241126
31941,31941,31941,31941,Comprehensive,Gold,Expired,3,M4,C2,Diesel,New,76,High,0.76,Rejected,0,0,1,1,18,17,5,94.68,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230514
31942,31942,31942,31942,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,99,Very High,0.99,Rejected,0,0,1,1,13,24,1,76.9,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220922
31943,31943,31943,31943,Third Party,Basic,Active,1,M1,A,CNG,New,21,Low,0.21,Approved,0,1,0,1,7,3,2,80.48,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240626
31944,31944,31944,31944,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,26,Low,0.26,Approved,0,1,0,1,6,-2,1,87.97,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230206
31945,31945,31945,31945,Third Party,Basic,Active,1,M1,A,CNG,New,86,Very High,0.86,Rejected,0,0,1,1,20,24,5,81.09,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240913
31946,31946,31946,31946,Third Party,Silver,Active,1,M6,B2,Petrol,New,9,Low,0.09,Approved,0,1,0,1,5,3,1,87.37,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230825
31947,31947,31947,31947,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,13,Low,0.13,Approved,0,1,0,1,3,-8,5,84.79,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240809
31948,31948,31948,31948,Comprehensive,Gold,Active,4,M5,B2,Diesel,New,85,Very High,0.85,Rejected,0,0,1,1,10,25,5,78.25,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220806
31949,31949,31949,31949,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,74,High,0.74,Rejected,0,0,1,1,15,19,5,76.48,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20221126
31950,31950,31950,31950,Comprehensive,Gold,Expired,1,M1,A,CNG,New,57,Medium,0.57,Manual Review,1,0,0,0,73,5,5,85.29,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220705
31951,31951,31951,31951,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,73,High,0.73,Rejected,0,0,1,1,19,24,6,83.6,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20251105
31952,31952,31952,31952,Third Party,Basic,Active,1,M1,A,CNG,New,35,Medium,0.35,Manual Review,1,0,0,0,83,14,4,86.85,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220728
31953,31953,31953,31953,Comprehensive,Basic,Expired,1,M1,A,CNG,New,50,Medium,0.5,Manual Review,1,0,0,0,72,11,2,82.71,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20221015
31954,31954,31954,31954,Comprehensive,Basic,Active,1,M1,A,CNG,New,7,Low,0.07,Approved,0,1,0,1,7,0,3,91.64,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220329
31955,31955,31955,31955,Third Party,Basic,Active,1,M1,A,CNG,New,22,Low,0.22,Approved,0,1,0,1,3,-9,7,96.64,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240929
31956,31956,31956,31956,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,59,Medium,0.59,Manual Review,1,0,0,0,21,4,7,91.72,Manual,Alice,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20220516
31957,31957,31957,31957,Comprehensive,Silver,Expired,1,M6,B2,Petrol,New,23,Low,0.23,Approved,0,1,0,1,4,-1,4,98.29,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220607
31958,31958,31958,31958,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,66,High,0.66,Manual Review,1,0,0,0,71,2,6,90.35,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20240304
31959,31959,31959,31959,Comprehensive,Basic,Active,1,M8,B1,CNG,New,18,Low,0.18,Approved,0,1,0,1,4,-10,3,77.74,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240708
31960,31960,31960,31960,Third Party,Gold,Active,5,M9,C1,Diesel,New,87,Very High,0.87,Rejected,0,0,1,1,6,21,1,80.46,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220604
31961,31961,31961,31961,Comprehensive,Basic,Active,1,M1,A,CNG,New,22,Low,0.22,Approved,0,1,0,1,3,4,2,95.84,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220808
31962,31962,31962,31962,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,65,High,0.65,Manual Review,1,0,0,0,87,12,2,84.85,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20250405
31963,31963,31963,31963,Comprehensive,Silver,Expired,1,M7,B2,Petrol,New,72,High,0.72,Rejected,0,0,1,1,15,23,2,82.12,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20221118
31964,31964,31964,31964,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,44,Medium,0.44,Manual Review,1,0,0,0,70,6,6,79.65,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20231122
31965,31965,31965,31965,Comprehensive,Silver,Active,1,M7,B2,Petrol,New,65,High,0.65,Manual Review,1,0,0,0,74,8,4,87.74,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20240420
31966,31966,31966,31966,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,48,Medium,0.48,Manual Review,1,0,0,0,52,1,4,96.91,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230527
31967,31967,31967,31967,Comprehensive,Basic,Active,1,M1,A,CNG,New,42,Medium,0.42,Manual Review,1,0,0,0,22,1,1,94.62,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20220328
31968,31968,31968,31968,Comprehensive,Basic,Expired,1,M1,A,CNG,New,45,Medium,0.45,Manual Review,1,0,0,0,51,8,1,75.09,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20221002
31969,31969,31969,31969,Comprehensive,Basic,Active,4,M5,B2,Diesel,New,7,Low,0.07,Approved,0,1,0,1,7,-10,4,87.79,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220521
31970,31970,31970,31970,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,18,Low,0.18,Approved,0,1,0,1,5,-10,3,89.73,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230917
31971,31971,31971,31971,Comprehensive,Silver,Active,1,M1,A,CNG,New,24,Low,0.24,Approved,0,1,0,1,2,-7,2,88.15,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240704
31972,31972,31972,31972,Third Party,Basic,Active,1,M7,B2,Petrol,New,83,Very High,0.83,Rejected,0,0,1,1,14,23,3,96.78,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221219
31973,31973,31973,31973,Third Party,Silver,Active,1,M8,B1,CNG,New,32,Medium,0.32,Approved,0,1,0,1,2,3,1,92.53,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20241025
31974,31974,31974,31974,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,80,Very High,0.8,Rejected,0,0,1,1,10,26,4,98.2,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230117
31975,31975,31975,31975,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,59,Medium,0.59,Manual Review,1,0,0,0,25,0,4,91.49,Manual,David,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20250919
31976,31976,31976,31976,Third Party,Gold,Active,1,M6,B2,Petrol,New,40,Medium,0.4,Manual Review,1,0,0,0,53,4,4,96.04,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20230420
31977,31977,31977,31977,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,71,High,0.71,Rejected,0,0,1,1,7,25,1,80.33,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240716
31978,31978,31978,31978,Third Party,Silver,Active,1,M6,B2,Petrol,New,40,Medium,0.4,Manual Review,1,0,0,0,52,10,4,75.77,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20220130
31979,31979,31979,31979,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,73,High,0.73,Rejected,0,0,1,1,12,23,6,94.7,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20251002
31980,31980,31980,31980,Comprehensive,Silver,Active,1,M1,A,CNG,New,43,Medium,0.43,Manual Review,1,0,0,0,33,6,6,85.25,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240710
31981,31981,31981,31981,Comprehensive,Gold,Active,5,M9,C1,Diesel,New,18,Low,0.18,Approved,0,1,0,1,4,-4,5,82.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230817
31982,31982,31982,31982,Comprehensive,Basic,Active,1,M7,B2,Petrol,New,21,Low,0.21,Approved,0,1,0,1,3,1,6,75.78,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230508
31983,31983,31983,31983,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,12,Low,0.12,Approved,0,1,0,1,4,1,2,92.74,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230510
31984,31984,31984,31984,Comprehensive,Gold,Active,2,M3,A,Petrol,New,17,Low,0.17,Approved,0,1,0,1,4,2,7,88.18,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230123
31985,31985,31985,31985,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,76,High,0.76,Rejected,0,0,1,1,17,29,4,91.02,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240522
31986,31986,31986,31986,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,60,High,0.6,Manual Review,1,0,0,0,71,9,5,77.84,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20240414
31987,31987,31987,31987,Comprehensive,Silver,Active,1,M8,B1,CNG,New,45,Medium,0.45,Manual Review,1,0,0,0,42,1,3,99.1,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20250630
31988,31988,31988,31988,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,56,Medium,0.56,Manual Review,1,0,0,0,21,2,7,91.75,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20230922
31989,31989,31989,31989,Comprehensive,Silver,Active,4,M5,B2,Diesel,New,55,Medium,0.55,Manual Review,1,0,0,0,71,10,1,86.16,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240727
31990,31990,31990,31990,Comprehensive,Gold,Active,1,M10,Utility,CNG,New,81,Very High,0.81,Rejected,0,0,1,1,12,16,7,88.79,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220130
