quote_sk,quote_id,customer_sk,vehicle_sk,quoted_premium,sales_channel,days_since_last_contact,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,quote_date,load_date,source_system
25016,Q125015,25016,25016,3867.0,152.0,93,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-09-23,2026-08-01 17:22:07.213201,Vehicle Insurance
25017,Q125016,25017,25017,4202.0,152.0,184,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-04-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25018,Q125017,25018,25018,4524.0,152.0,248,0,0,Abandoned,Document Upload,Mobile,Website,2025-10-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25019,Q125018,25019,25019,4614.0,152.0,273,0,0,Abandoned,Document Upload,Mobile,Website,2025-01-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25020,Q125019,25020,25020,4722.0,152.0,186,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25021,Q125020,25021,25021,4696.0,160.0,92,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-15,2026-08-01 17:22:07.213201,Vehicle Insurance
25022,Q125021,25022,25022,4635.0,160.0,139,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-02-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25023,Q125022,25023,25023,4390.0,152.0,202,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25024,Q125023,25024,25024,4146.0,152.0,138,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25025,Q125024,25025,25025,4432.0,152.0,159,0,0,Abandoned,Document Upload,Tablet,Website,2025-01-10,2026-08-01 17:22:07.213201,Vehicle Insurance
25026,Q125025,25026,25026,3776.0,152.0,66,0,0,Abandoned,Premium Calculation,Tablet,Website,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25027,Q125026,25027,25027,4460.0,152.0,35,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-13,2026-08-01 17:22:07.213201,Vehicle Insurance
25028,Q125027,25028,25028,4121.0,152.0,124,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25029,Q125028,25029,25029,4648.0,124.0,202,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-11-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25030,Q125029,25030,25030,4575.0,152.0,230,0,0,Abandoned,Document Upload,Mobile,Website,2025-01-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25031,Q125030,25031,25031,4606.0,152.0,10,0,0,Abandoned,Document Upload,Mobile,Agent,2025-07-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25032,Q125031,25032,25032,3846.0,152.0,298,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25033,Q125032,25033,25033,4749.0,160.0,164,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-05-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25034,Q125033,25034,25034,4278.0,152.0,82,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-02-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25035,Q125034,25035,25035,4434.0,152.0,170,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-27,2026-08-01 17:22:07.213201,Vehicle Insurance
25036,Q125035,25036,25036,4723.0,152.0,19,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-07-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25037,Q125036,25037,25037,4362.0,152.0,194,0,0,Abandoned,Document Upload,Desktop,Website,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25038,Q125037,25038,25038,3935.0,152.0,268,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-12-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25039,Q125038,25039,25039,4445.0,152.0,196,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-12-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25040,Q125039,25040,25040,4699.0,152.0,274,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-09-29,2026-08-01 17:22:07.213201,Vehicle Insurance
25041,Q125040,25041,25041,3964.0,152.0,246,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-01-21,2026-08-01 17:22:07.213201,Vehicle Insurance
25042,Q125041,25042,25042,4000.0,152.0,57,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-11-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25043,Q125042,25043,25043,3965.0,152.0,255,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-03-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25044,Q125043,25044,25044,3778.0,152.0,74,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-02-24,2026-08-01 17:22:07.213201,Vehicle Insurance
25045,Q125044,25045,25045,3851.0,152.0,292,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25046,Q125045,25046,25046,3872.0,152.0,215,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-10-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25047,Q125046,25047,25047,3803.0,152.0,180,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-06-03,2026-08-01 17:22:07.213201,Vehicle Insurance
25048,Q125047,25048,25048,4032.0,152.0,25,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-11-09,2026-08-01 17:22:07.213201,Vehicle Insurance
25049,Q125048,25049,25049,4363.0,152.0,196,0,0,Abandoned,Document Upload,Desktop,Agent,2025-07-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25050,Q125049,25050,25050,3866.0,152.0,101,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-05-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25051,Q125050,25051,25051,4365.0,152.0,110,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-11-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25052,Q125051,25052,25052,4306.0,152.0,268,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-07-03,2026-08-01 17:22:07.213201,Vehicle Insurance
25053,Q125052,25053,25053,3863.0,152.0,253,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-05-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25054,Q125053,25054,25054,4604.0,152.0,219,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-06-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25055,Q125054,25055,25055,4292.0,152.0,217,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25056,Q125055,25056,25056,4425.0,152.0,141,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-20,2026-08-01 17:22:07.213201,Vehicle Insurance
25057,Q125056,25057,25057,4726.0,152.0,172,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-07,2026-08-01 17:22:07.213201,Vehicle Insurance
25058,Q125057,25058,25058,4450.0,152.0,216,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25059,Q125058,25059,25059,4042.0,152.0,162,0,0,Abandoned,Document Upload,Desktop,Agent,2025-04-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25060,Q125059,25060,25060,3944.0,152.0,149,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25061,Q125060,25061,25061,4041.0,152.0,103,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-23,2026-08-01 17:22:07.213201,Vehicle Insurance
25062,Q125061,25062,25062,4636.0,160.0,140,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25063,Q125062,25063,25063,4010.0,152.0,93,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-10-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25064,Q125063,25064,25064,4691.0,152.0,143,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25065,Q125064,25065,25065,3956.0,152.0,296,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-05-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25066,Q125065,25066,25066,4313.0,152.0,115,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25067,Q125066,25067,25067,3798.0,152.0,256,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-05-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25068,Q125067,25068,25068,3755.0,152.0,96,0,0,Abandoned,Document Upload,Mobile,Website,2025-11-15,2026-08-01 17:22:07.213201,Vehicle Insurance
25069,Q125068,25069,25069,4128.0,152.0,31,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-08-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25070,Q125069,25070,25070,4143.0,160.0,189,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-10-29,2026-08-01 17:22:07.213201,Vehicle Insurance
25071,Q125070,25071,25071,4635.0,152.0,129,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-03-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25072,Q125071,25072,25072,3973.0,152.0,20,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25073,Q125072,25073,25073,3772.0,152.0,145,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25074,Q125073,25074,25074,4406.0,152.0,32,0,0,Abandoned,Document Upload,Desktop,Agent,2025-12-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25075,Q125074,25075,25075,3859.0,152.0,255,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25076,Q125075,25076,25076,4473.0,152.0,230,0,0,Abandoned,Document Upload,Mobile,Website,2025-09-09,2026-08-01 17:22:07.213201,Vehicle Insurance
25077,Q125076,25077,25077,4561.0,152.0,76,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25078,Q125077,25078,25078,4302.0,152.0,183,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-02-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25079,Q125078,25079,25079,4148.0,152.0,166,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-02-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25080,Q125079,25080,25080,3921.0,26.0,162,0,0,Abandoned,Document Upload,Mobile,Agent,2025-05-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25081,Q125080,25081,25081,4447.0,152.0,261,0,0,Abandoned,Document Upload,Mobile,Website,2025-02-07,2026-08-01 17:22:07.213201,Vehicle Insurance
25082,Q125081,25082,25082,4475.0,152.0,256,0,0,Abandoned,Document Upload,Tablet,Website,2025-12-28,2026-08-01 17:22:07.213201,Vehicle Insurance
25083,Q125082,25083,25083,4055.0,152.0,25,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25084,Q125083,25084,25084,4313.0,152.0,61,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-10-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25085,Q125084,25085,25085,4331.0,152.0,273,1,1,Converted,Policy Issued,Mobile,Website,2025-02-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25086,Q125085,25086,25086,4457.0,153.0,258,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-10-15,2026-08-01 17:22:07.213201,Vehicle Insurance
25087,Q125086,25087,25087,4708.0,151.0,178,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-05-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25088,Q125087,25088,25088,4703.0,152.0,197,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-01-20,2026-08-01 17:22:07.213201,Vehicle Insurance
25089,Q125088,25089,25089,3900.0,152.0,243,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25090,Q125089,25090,25090,4177.0,152.0,171,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-30,2026-08-01 17:22:07.213201,Vehicle Insurance
25091,Q125090,25091,25091,4370.0,160.0,76,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-08-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25092,Q125091,25092,25092,4216.0,124.0,94,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-31,2026-08-01 17:22:07.213201,Vehicle Insurance
25093,Q125092,25093,25093,4379.0,152.0,142,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
25094,Q125093,25094,25094,4626.0,152.0,127,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-01-20,2026-08-01 17:22:07.213201,Vehicle Insurance
25095,Q125094,25095,25095,4856.0,124.0,259,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-10,2026-08-01 17:22:07.213201,Vehicle Insurance
25096,Q125095,25096,25096,4517.0,160.0,18,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25097,Q125096,25097,25097,4305.0,152.0,74,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25098,Q125097,25098,25098,4697.0,26.0,32,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-10-24,2026-08-01 17:22:07.213201,Vehicle Insurance
25099,Q125098,25099,25099,3816.0,157.0,39,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-07-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25100,Q125099,25100,25100,3905.0,160.0,207,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-02-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25101,Q125100,25101,25101,4584.0,152.0,175,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-13,2026-08-01 17:22:07.213201,Vehicle Insurance
25102,Q125101,25102,25102,3955.0,152.0,236,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-20,2026-08-01 17:22:07.213201,Vehicle Insurance
25103,Q125102,25103,25103,4535.0,152.0,259,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-07-30,2026-08-01 17:22:07.213201,Vehicle Insurance
25104,Q125103,25104,25104,3904.0,152.0,239,1,1,Converted,Policy Issued,Desktop,Website,2025-08-27,2026-08-01 17:22:07.213201,Vehicle Insurance
25105,Q125104,25105,25105,4440.0,152.0,18,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-01-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25106,Q125105,25106,25106,4258.0,152.0,266,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25107,Q125106,25107,25107,4321.0,152.0,69,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-11-07,2026-08-01 17:22:07.213201,Vehicle Insurance
25108,Q125107,25108,25108,3823.0,152.0,227,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-07-14,2026-08-01 17:22:07.213201,Vehicle Insurance
25109,Q125108,25109,25109,3798.0,152.0,193,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-05-29,2026-08-01 17:22:07.213201,Vehicle Insurance
25110,Q125109,25110,25110,4532.0,160.0,141,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25111,Q125110,25111,25111,4216.0,152.0,220,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-09-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25112,Q125111,25112,25112,4334.0,152.0,105,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25113,Q125112,25113,25113,4457.0,152.0,231,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-03,2026-08-01 17:22:07.213201,Vehicle Insurance
25114,Q125113,25114,25114,4660.0,152.0,258,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-21,2026-08-01 17:22:07.213201,Vehicle Insurance
25115,Q125114,25115,25115,3928.0,152.0,10,0,0,Abandoned,Document Upload,Mobile,Agent,2025-05-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25116,Q125115,25116,25116,3797.0,152.0,51,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-01-25,2026-08-01 17:22:07.213201,Vehicle Insurance
25117,Q125116,25117,25117,3821.0,152.0,17,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-12-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25118,Q125117,25118,25118,3862.0,152.0,164,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-11-26,2026-08-01 17:22:07.213201,Vehicle Insurance
25119,Q125118,25119,25119,4506.0,152.0,163,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-03,2026-08-01 17:22:07.213201,Vehicle Insurance
25120,Q125119,25120,25120,4646.0,156.0,143,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25121,Q125120,25121,25121,4652.0,152.0,199,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-24,2026-08-01 17:22:07.213201,Vehicle Insurance
25122,Q125121,25122,25122,4570.0,152.0,268,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-05-07,2026-08-01 17:22:07.213201,Vehicle Insurance
25123,Q125122,25123,25123,3908.0,152.0,21,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-04-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25124,Q125123,25124,25124,4535.0,152.0,204,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25125,Q125124,25125,25125,4529.0,152.0,24,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-15,2026-08-01 17:22:07.213201,Vehicle Insurance
25126,Q125125,25126,25126,4565.0,152.0,16,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-04-29,2026-08-01 17:22:07.213201,Vehicle Insurance
25127,Q125126,25127,25127,3779.0,124.0,100,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-09-21,2026-08-01 17:22:07.213201,Vehicle Insurance
25128,Q125127,25128,25128,3846.0,151.0,286,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-19,2026-08-01 17:22:07.213201,Vehicle Insurance
25129,Q125128,25129,25129,4000.0,152.0,112,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-05-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25130,Q125129,25130,25130,4268.0,152.0,230,0,0,Abandoned,Document Upload,Mobile,Agent,2025-07-25,2026-08-01 17:22:07.213201,Vehicle Insurance
25131,Q125130,25131,25131,3841.0,152.0,212,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-06-16,2026-08-01 17:22:07.213201,Vehicle Insurance
25132,Q125131,25132,25132,3862.0,152.0,187,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-02-27,2026-08-01 17:22:07.213201,Vehicle Insurance
25133,Q125132,25133,25133,4008.0,152.0,39,0,0,Abandoned,Document Upload,Mobile,Website,2025-03-15,2026-08-01 17:22:07.213201,Vehicle Insurance
25134,Q125133,25134,25134,3856.0,152.0,63,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-01-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25135,Q125134,25135,25135,4324.0,26.0,147,0,0,Abandoned,Document Upload,Mobile,Website,2025-11-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25136,Q125135,25136,25136,4139.0,152.0,299,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-06,2026-08-01 17:22:07.213201,Vehicle Insurance
25137,Q125136,25137,25137,4740.0,152.0,87,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-21,2026-08-01 17:22:07.213201,Vehicle Insurance
25138,Q125137,25138,25138,4107.0,152.0,14,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-10-18,2026-08-01 17:22:07.213201,Vehicle Insurance
25139,Q125138,25139,25139,4532.0,152.0,123,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-07-31,2026-08-01 17:22:07.213201,Vehicle Insurance
25140,Q125139,25140,25140,3948.0,152.0,237,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-06-28,2026-08-01 17:22:07.213201,Vehicle Insurance
25141,Q125140,25141,25141,4176.0,152.0,231,0,0,Abandoned,Document Upload,Desktop,Website,2025-02-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25142,Q125141,25142,25142,4227.0,152.0,194,0,0,Abandoned,Document Upload,Tablet,Agent,2025-11-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25143,Q125142,25143,25143,4608.0,152.0,193,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-31,2026-08-01 17:22:07.213201,Vehicle Insurance
25144,Q125143,25144,25144,4598.0,152.0,188,0,0,Abandoned,Document Upload,Desktop,Agent,2025-03-22,2026-08-01 17:22:07.213201,Vehicle Insurance
25145,Q125144,25145,25145,4252.0,152.0,116,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-04-13,2026-08-01 17:22:07.213201,Vehicle Insurance
25146,Q125145,25146,25146,4907.0,124.0,132,0,0,Abandoned,Document Upload,Desktop,Website,2025-04-11,2026-08-01 17:22:07.213201,Vehicle Insurance
25147,Q125146,25147,25147,4667.0,152.0,297,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-12-31,2026-08-01 17:22:07.213201,Vehicle Insurance
25148,Q125147,25148,25148,4322.0,152.0,159,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-01,2026-08-01 17:22:07.213201,Vehicle Insurance
25149,Q125148,25149,25149,4369.0,124.0,284,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-09-23,2026-08-01 17:22:07.213201,Vehicle Insurance
25150,Q125149,25150,25150,4322.0,152.0,242,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-10-13,2026-08-01 17:22:07.213201,Vehicle Insurance
25151,Q125150,25151,25151,4058.0,152.0,156,0,0,Abandoned,Document Upload,Mobile,Agent,2025-02-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25152,Q125151,25152,25152,4287.0,152.0,125,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-17,2026-08-01 17:22:07.213201,Vehicle Insurance
25153,Q125152,25153,25153,4376.0,152.0,281,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-05,2026-08-01 17:22:07.213201,Vehicle Insurance
25154,Q125153,25154,25154,4224.0,152.0,89,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-08,2026-08-01 17:22:07.213201,Vehicle Insurance
25155,Q125154,25155,25155,4301.0,152.0,158,0,0,Abandoned,Document Upload,Mobile,Website,2025-02-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25156,Q125155,25156,25156,4093.0,152.0,213,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-08-31,2026-08-01 17:22:07.213201,Vehicle Insurance
25157,Q125156,25157,25157,4377.0,152.0,90,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-01-12,2026-08-01 17:22:07.213201,Vehicle Insurance
25158,Q125157,25158,25158,3885.0,152.0,256,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-09,2026-08-01 17:22:07.213201,Vehicle Insurance
